##Databases: KEGG PATHWAY, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
response to salicylic acid	Gene Ontology	GO:0009751	31	211	0.165425970272	0.999997412981	Barthea40018|Barthea10223|Barthea35044|Barthea17414|Barthea16947|Barthea13670|Barthea19428|Barthea10441|Barthea28513|Barthea17771|Barthea32585|Barthea45013|Barthea46140|Barthea44987|Barthea44984|Barthea12432|Barthea42549|Barthea10532|Barthea06082|Barthea17818|Barthea19391|Barthea29250|Barthea24860|Barthea12273|Barthea09710|Barthea44598|Barthea11533|Barthea25654|Barthea45004|Barthea45006|Barthea45007	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009751
D-aminoacyl-tRNA deacylase activity	Gene Ontology	GO:0051499	2	5	0.166857747072	0.999997412981	Barthea44991|Barthea45016	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051499
phosphatidylcholine desaturase activity	Gene Ontology	GO:0050184	2	5	0.166857747072	0.999997412981	Barthea41329|Barthea12227	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050184
protein-heme linkage	Gene Ontology	GO:0017003	2	5	0.166857747072	0.999997412981	Barthea44354|Barthea27510	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0017003
choline-phosphate cytidylyltransferase activity	Gene Ontology	GO:0004105	2	5	0.166857747072	0.999997412981	Barthea46183|Barthea38266	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004105
1-acyl-2-lysophosphatidylserine acylhydrolase activity	Gene Ontology	GO:0052740	2	5	0.166857747072	0.999997412981	Barthea20905|Barthea08579	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0052740
release of seed from dormancy	Gene Ontology	GO:0048838	2	5	0.166857747072	0.999997412981	Barthea21092|Barthea25446	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048838
carotenoid catabolic process	Gene Ontology	GO:0016118	2	5	0.166857747072	0.999997412981	Barthea22064|Barthea07568	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016118
regulation of growth rate	Gene Ontology	GO:0040009	2	5	0.166857747072	0.999997412981	Barthea31852|Barthea36470	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0040009
thiamine diphosphokinase activity	Gene Ontology	GO:0004788	2	5	0.166857747072	0.999997412981	Barthea21150|Barthea21111	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004788
mRNA 3'-end processing by stem-loop binding and cleavage	Gene Ontology	GO:0006398	2	5	0.166857747072	0.999997412981	Barthea17393|Barthea12138	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006398
regulation of brassinosteroid biosynthetic process	Gene Ontology	GO:0010422	2	5	0.166857747072	0.999997412981	Barthea08610|Barthea29517	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010422
dolichyldiphosphatase activity	Gene Ontology	GO:0047874	2	5	0.166857747072	0.999997412981	Barthea10383|Barthea41478	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0047874
ornithine-oxo-acid transaminase activity	Gene Ontology	GO:0004587	2	5	0.166857747072	0.999997412981	Barthea30259|Barthea30137	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004587
positive regulation of cellular response to phosphate starvation	Gene Ontology	GO:0080040	2	5	0.166857747072	0.999997412981	Barthea19610|Barthea45971	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080040
palmitoyl hydrolase activity	Gene Ontology	GO:0098599	2	5	0.166857747072	0.999997412981	Barthea26806|Barthea24291	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0098599
D-alanine:2-oxoglutarate aminotransferase activity	Gene Ontology	GO:0047810	2	5	0.166857747072	0.999997412981	Barthea19452|Barthea22593	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0047810
regulation of RNA biosynthetic process	Gene Ontology	GO:2001141	2	5	0.166857747072	0.999997412981	Barthea07700|Barthea45907	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:2001141
ornithine catabolic process	Gene Ontology	GO:0006593	2	5	0.166857747072	0.999997412981	Barthea30259|Barthea30137	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006593
4-amino-4-deoxychorismate lyase activity	Gene Ontology	GO:0008696	2	5	0.166857747072	0.999997412981	Barthea19452|Barthea22593	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008696
delta12-fatty acid dehydrogenase activity	Gene Ontology	GO:0016720	2	5	0.166857747072	0.999997412981	Barthea41329|Barthea12227	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016720
histone modification	Gene Ontology	GO:0016570	2	5	0.166857747072	0.999997412981	Barthea25239|Barthea25238	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016570
protein O-GlcNAc transferase activity	Gene Ontology	GO:0097363	2	5	0.166857747072	0.999997412981	Barthea13847|Barthea41236	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0097363
cis-zeatin O-beta-D-glucosyltransferase activity	Gene Ontology	GO:0050502	2	5	0.166857747072	0.999997412981	Barthea13408|Barthea42468	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050502
regulation of nematode larval development	Gene Ontology	GO:0061062	2	5	0.166857747072	0.999997412981	Barthea28809|Barthea02015	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0061062
phosphatidylserine 1-acylhydrolase activity	Gene Ontology	GO:0052739	2	5	0.166857747072	0.999997412981	Barthea20905|Barthea08579	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0052739
[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity	Gene Ontology	GO:0030785	2	5	0.166857747072	0.999997412981	Barthea05219|Barthea27070	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030785
Atg8 activating enzyme activity	Gene Ontology	GO:0019779	2	5	0.166857747072	0.999997412981	Barthea02866|Barthea02829	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019779
cysteine biosynthetic process via cystathionine	Gene Ontology	GO:0019343	2	5	0.166857747072	0.999997412981	Barthea40681|Barthea30320	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019343
thiamine metabolic process	Gene Ontology	GO:0006772	2	5	0.166857747072	0.999997412981	Barthea21150|Barthea21111	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006772
arginine catabolic process to glutamate	Gene Ontology	GO:0019544	2	5	0.166857747072	0.999997412981	Barthea30259|Barthea30137	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019544
photosystem stoichiometry adjustment	Gene Ontology	GO:0080005	2	5	0.166857747072	0.999997412981	Barthea31757|Barthea45907	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080005
mannose-1-phosphate guanylyltransferase activity	Gene Ontology	GO:0004475	2	5	0.166857747072	0.999997412981	Barthea28379|Barthea32192	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004475
ketoreductase activity	Gene Ontology	GO:0045703	2	5	0.166857747072	0.999997412981	Barthea36550|Barthea31764	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045703
trans-zeatin O-beta-D-glucosyltransferase activity	Gene Ontology	GO:0050403	2	5	0.166857747072	0.999997412981	Barthea13408|Barthea42468	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050403
detoxification	Gene Ontology	GO:0098754	2	5	0.166857747072	0.999997412981	Barthea13408|Barthea42468	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0098754
mitochondrial RNA modification	Gene Ontology	GO:1900864	2	5	0.166857747072	0.999997412981	Barthea17389|Barthea41050	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1900864
thiamine binding	Gene Ontology	GO:0030975	2	5	0.166857747072	0.999997412981	Barthea21150|Barthea21111	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030975
posttranslational protein targeting to endoplasmic reticulum membrane	Gene Ontology	GO:0006620	2	5	0.166857747072	0.999997412981	Barthea29152|Barthea46332	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006620
calcium-activated potassium channel activity	Gene Ontology	GO:0015269	2	5	0.166857747072	0.999997412981	Barthea21150|Barthea21111	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015269
vacuolar sorting signal binding	Gene Ontology	GO:0010209	2	5	0.166857747072	0.999997412981	Barthea46136|Barthea09348	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010209
lipid droplet organization	Gene Ontology	GO:0034389	2	5	0.166857747072	0.999997412981	Barthea39308|Barthea34705	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034389
arginine catabolic process to proline via ornithine	Gene Ontology	GO:0010121	2	5	0.166857747072	0.999997412981	Barthea30259|Barthea30137	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010121
ornithine(lysine) transaminase activity	Gene Ontology	GO:0050155	2	5	0.166857747072	0.999997412981	Barthea30259|Barthea30137	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050155
acetoacetyl-CoA reductase activity	Gene Ontology	GO:0018454	2	5	0.166857747072	0.999997412981	Barthea36550|Barthea31764	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0018454
cytochrome c-heme linkage	Gene Ontology	GO:0018063	2	5	0.166857747072	0.999997412981	Barthea44354|Barthea27510	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0018063
zygote asymmetric cytokinesis in embryo sac	Gene Ontology	GO:0010069	2	5	0.166857747072	0.999997412981	Barthea41248|Barthea31713	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010069
Delta12-fatty-acid desaturase activity	Gene Ontology	GO:0102985	2	5	0.166857747072	0.999997412981	Barthea41329|Barthea12227	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0102985
response to chitin	Gene Ontology	GO:0010200	45	319	0.168763735034	0.999997412981	Barthea24179|Barthea05729|Barthea31403|Barthea27012|Barthea37167|Barthea10527|Barthea22515|Barthea29513|Barthea31527|Barthea23787|Barthea12140|Barthea33371|Barthea03239|Barthea23508|Barthea37091|Barthea08332|Barthea17689|Barthea09964|Barthea28513|Barthea10624|Barthea13933|Barthea46140|Barthea07196|Barthea08393|Barthea24772|Barthea26026|Barthea15258|Barthea15217|Barthea37700|Barthea44268|Barthea03240|Barthea08843|Barthea16999|Barthea04500|Barthea19391|Barthea17179|Barthea08982|Barthea11772|Barthea27013|Barthea26438|Barthea33430|Barthea09159|Barthea45840|Barthea29596|Barthea19558	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010200
chaperone cofactor-dependent protein refolding	Gene Ontology	GO:0051085	17	107	0.170362403952	0.999997412981	Barthea20902|Barthea29198|Barthea45298|Barthea23200|Barthea21030|Barthea00187|Barthea21125|Barthea21107|Barthea21140|Barthea46285|Barthea08641|Barthea15070|Barthea46289|Barthea21117|Barthea10202|Barthea21134|Barthea24389	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051085
metalloendopeptidase activity	Gene Ontology	GO:0004222	17	107	0.170362403952	0.999997412981	Barthea44937|Barthea29279|Barthea29049|Barthea46305|Barthea02369|Barthea12254|Barthea44938|Barthea39722|Barthea27111|Barthea41632|Barthea17343|Barthea35114|Barthea31311|Barthea46165|Barthea17205|Barthea37008|Barthea27159	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004222
unidimensional cell growth	Gene Ontology	GO:0009826	37	258	0.172005683962	0.999997412981	Barthea25616|Barthea29162|Barthea17544|Barthea13774|Barthea07552|Barthea39996|Barthea10325|Barthea06396|Barthea26992|Barthea38646|Barthea07519|Barthea12630|Barthea09749|Barthea11879|Barthea44190|Barthea14521|Barthea41221|Barthea20793|Barthea40607|Barthea17354|Barthea37236|Barthea25444|Barthea29098|Barthea42894|Barthea11460|Barthea07262|Barthea41878|Barthea15722|Barthea10106|Barthea12194|Barthea12156|Barthea10003|Barthea29076|Barthea46391|Barthea43021|Barthea14383|Barthea21524	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009826
response to zinc ion	Gene Ontology	GO:0010043	12	71	0.17240944358	0.999997412981	Barthea10486|Barthea29251|Barthea04785|Barthea12299|Barthea21167|Barthea22123|Barthea28074|Barthea12669|Barthea17474|Barthea46184|Barthea46185|Barthea34947	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010043
sesquiterpenoid biosynthetic process	Gene Ontology	GO:0016106	5	23	0.173193429955	0.999997412981	Barthea21055|Barthea36238|Barthea23731|Barthea27026|Barthea15925	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016106
protein sumoylation	Gene Ontology	GO:0016925	5	23	0.173193429955	0.999997412981	Barthea12350|Barthea24332|Barthea12349|Barthea35016|Barthea35015	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016925
protein insertion into mitochondrial inner membrane	Gene Ontology	GO:0045039	5	23	0.173193429955	0.999997412981	Barthea41332|Barthea20944|Barthea21570|Barthea21571|Barthea14609	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045039
sterol binding	Gene Ontology	GO:0032934	5	23	0.173193429955	0.999997412981	Barthea31649|Barthea33369|Barthea18912|Barthea27652|Barthea38430	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032934
Casparian strip	Gene Ontology	GO:0048226	5	23	0.173193429955	0.999997412981	Barthea08217|Barthea17221|Barthea35796|Barthea19270|Barthea05540	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048226
pseudouridine synthesis	Gene Ontology	GO:0001522	5	23	0.173193429955	0.999997412981	Barthea16699|Barthea25167|Barthea10099|Barthea10101|Barthea24649	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001522
cellular response to molecule of bacterial origin	Gene Ontology	GO:0071219	5	23	0.173193429955	0.999997412981	Barthea28733|Barthea35887|Barthea02084|Barthea24772|Barthea44695	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071219
magnesium ion transmembrane transport	Gene Ontology	GO:1903830	5	23	0.173193429955	0.999997412981	Barthea10183|Barthea17449|Barthea18665|Barthea17027|Barthea21926	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1903830
lipid catabolic process	Gene Ontology	GO:0016042	5	23	0.173193429955	0.999997412981	Barthea22148|Barthea39343|Barthea37031|Barthea38558|Barthea25588	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016042
cellulase activity	Gene Ontology	GO:0008810	10	57	0.174313932458	0.999997412981	Barthea10082|Barthea35482|Barthea44006|Barthea44763|Barthea08703|Barthea40909|Barthea12156|Barthea25707|Barthea25408|Barthea25409	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008810
regulation of transcription, DNA-templated	Gene Ontology	GO:0006355	336	2662	0.175577461163	0.999997412981	Barthea27134|Barthea35198|Barthea37806|Barthea38509|Barthea12705|Barthea31828|Barthea45065|Barthea07114|Barthea42985|Barthea12652|Barthea37719|Barthea34185|Barthea31837|Barthea31527|Barthea44961|Barthea03059|Barthea12213|Barthea13822|Barthea22862|Barthea29244|Barthea21308|Barthea42871|Barthea14412|Barthea28539|Barthea39918|Barthea13170|Barthea20798|Barthea46099|Barthea02015|Barthea27566|Barthea18153|Barthea17736|Barthea46140|Barthea25766|Barthea20796|Barthea37760|Barthea01535|Barthea36710|Barthea26026|Barthea17447|Barthea10441|Barthea17445|Barthea37095|Barthea44766|Barthea10341|Barthea40489|Barthea33820|Barthea07326|Barthea17596|Barthea10773|Barthea24324|Barthea25829|Barthea12158|Barthea29011|Barthea18020|Barthea22668|Barthea29014|Barthea10676|Barthea07640|Barthea11997|Barthea08881|Barthea35887|Barthea08887|Barthea09773|Barthea09770|Barthea46253|Barthea23377|Barthea31596|Barthea28423|Barthea26438|Barthea07090|Barthea39281|Barthea13788|Barthea36996|Barthea25580|Barthea13866|Barthea17742|Barthea25225|Barthea45581|Barthea02848|Barthea38274|Barthea41523|Barthea26317|Barthea07314|Barthea43187|Barthea20995|Barthea31508|Barthea37167|Barthea34790|Barthea08578|Barthea21451|Barthea44672|Barthea44945|Barthea33232|Barthea31745|Barthea44940|Barthea03232|Barthea23787|Barthea29780|Barthea03239|Barthea19790|Barthea28123|Barthea10281|Barthea20573|Barthea37808|Barthea23009|Barthea37805|Barthea12386|Barthea11244|Barthea40693|Barthea28809|Barthea09485|Barthea00758|Barthea23302|Barthea07846|Barthea21598|Barthea21599|Barthea07676|Barthea17265|Barthea08393|Barthea29177|Barthea09784|Barthea17316|Barthea36472|Barthea25720|Barthea19645|Barthea28909|Barthea01921|Barthea00964|Barthea13641|Barthea44268|Barthea03240|Barthea31310|Barthea40787|Barthea44708|Barthea02439|Barthea31755|Barthea17974|Barthea31553|Barthea21600|Barthea13242|Barthea09909|Barthea33703|Barthea39355|Barthea10454|Barthea17179|Barthea23726|Barthea07700|Barthea44662|Barthea10617|Barthea42848|Barthea34818|Barthea38510|Barthea25153|Barthea21581|Barthea17689|Barthea09710|Barthea35272|Barthea09159|Barthea36572|Barthea06613|Barthea45548|Barthea01913|Barthea29135|Barthea25524|Barthea17414|Barthea26998|Barthea33490|Barthea28374|Barthea42706|Barthea13980|Barthea20750|Barthea31605|Barthea34192|Barthea00923|Barthea20997|Barthea31600|Barthea34276|Barthea24154|Barthea22623|Barthea27013|Barthea20999|Barthea20998|Barthea44712|Barthea05151|Barthea10420|Barthea05491|Barthea05351|Barthea42883|Barthea16257|Barthea29807|Barthea18210|Barthea27710|Barthea28773|Barthea17385|Barthea29536|Barthea34744|Barthea13654|Barthea08389|Barthea13933|Barthea46066|Barthea46065|Barthea24420|Barthea31280|Barthea42839|Barthea36567|Barthea33837|Barthea27007|Barthea06517|Barthea36508|Barthea17407|Barthea20829|Barthea22505|Barthea36503|Barthea13455|Barthea24668|Barthea10532|Barthea46199|Barthea22934|Barthea08843|Barthea13108|Barthea01865|Barthea40906|Barthea12669|Barthea14196|Barthea24479|Barthea01985|Barthea34897|Barthea39560|Barthea21400|Barthea29690|Barthea22851|Barthea44598|Barthea40065|Barthea26960|Barthea15040|Barthea24505|Barthea33643|Barthea46291|Barthea44673|Barthea27075|Barthea09734|Barthea11885|Barthea37828|Barthea04263|Barthea37757|Barthea05729|Barthea19357|Barthea25474|Barthea39739|Barthea27012|Barthea18705|Barthea41531|Barthea17432|Barthea30835|Barthea10527|Barthea22515|Barthea12346|Barthea17446|Barthea29072|Barthea37091|Barthea12140|Barthea27000|Barthea33371|Barthea29342|Barthea41862|Barthea46206|Barthea30792|Barthea34405|Barthea42799|Barthea33004|Barthea22744|Barthea21241|Barthea21242|Barthea15217|Barthea28513|Barthea40563|Barthea42793|Barthea38711|Barthea02791|Barthea39605|Barthea33815|Barthea33813|Barthea20920|Barthea35267|Barthea33805|Barthea15102|Barthea11130|Barthea07196|Barthea42562|Barthea45056|Barthea27021|Barthea17227|Barthea10313|Barthea33873|Barthea44506|Barthea31657|Barthea37700|Barthea08758|Barthea02577|Barthea35228|Barthea10257|Barthea25770|Barthea25967|Barthea34442|Barthea46230|Barthea09346|Barthea21789|Barthea29403|Barthea04500|Barthea41335|Barthea12499|Barthea43788|Barthea35138|Barthea26550|Barthea20450|Barthea42809|Barthea25043|Barthea20700|Barthea15997|Barthea18771|Barthea12275|Barthea44858|Barthea45907|Barthea39905|Barthea33800|Barthea02002|Barthea41075|Barthea20788|Barthea19268|Barthea22450|Barthea02885|Barthea20832|Barthea38216|Barthea09948|Barthea36530	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006355
